	bpm	beat_type	time_signature	midi_filename	audio_filename	split	genre	num_measures
181	130	fill	4/4	drummer1/session1/253_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/253_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
182	130	fill	4/4	drummer1/session1/254_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/254_funk-purdieshuffle_130_fill_4-4.wav	train	funk	3
183	130	fill	4/4	drummer1/session1/255_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/255_funk-purdieshuffle_130_fill_4-4.wav	validation	funk	4
184	130	fill	4/4	drummer1/session1/256_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/256_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
185	130	fill	4/4	drummer1/session1/257_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/257_funk-purdieshuffle_130_fill_4-4.wav	validation	funk	4
186	130	fill	4/4	drummer1/session1/258_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/258_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
187	130	fill	4/4	drummer1/session1/259_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/259_funk-purdieshuffle_130_fill_4-4.wav	test	funk	4
188	116	fill	4/4	drummer1/session1/26_jazz-funk_116_fill_4-4.mid	drummer1/session1/26_jazz-funk_116_fill_4-4.wav	train	jazz	3
189	130	fill	4/4	drummer1/session1/260_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/260_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
190	130	fill	4/4	drummer1/session1/261_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/261_funk-purdieshuffle_130_fill_4-4.wav	validation	funk	3
191	130	fill	4/4	drummer1/session1/262_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/262_funk-purdieshuffle_130_fill_4-4.wav	train	funk	3
192	130	fill	4/4	drummer1/session1/263_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/263_funk-purdieshuffle_130_fill_4-4.wav	train	funk	3
193	130	fill	4/4	drummer1/session1/264_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/264_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
194	130	fill	4/4	drummer1/session1/265_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/265_funk-purdieshuffle_130_fill_4-4.wav	train	funk	3
195	130	fill	4/4	drummer1/session1/266_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/266_funk-purdieshuffle_130_fill_4-4.wav	train	funk	8
196	130	fill	4/4	drummer1/session1/267_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/267_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
197	130	fill	4/4	drummer1/session1/268_funk-purdieshuffle_130_fill_4-4.mid	drummer1/session1/268_funk-purdieshuffle_130_fill_4-4.wav	train	funk	4
198	116	fill	4/4	drummer1/session1/27_jazz-funk_116_fill_4-4.mid	drummer1/session1/27_jazz-funk_116_fill_4-4.wav	train	jazz	4
199	116	beat	4/4	drummer1/session1/28_latin-samba_116_beat_4-4.mid	drummer1/session1/28_latin-samba_116_beat_4-4.wav	test	latin	436
200	116	fill	4/4	drummer1/session1/29_latin-samba_116_fill_4-4.mid	drummer1/session1/29_latin-samba_116_fill_4-4.wav	test	latin	3
201	80	beat	4/4	drummer1/session1/3_funk_80_beat_4-4.mid	drummer1/session1/3_funk_80_beat_4-4.wav	train	funk	164
202	116	fill	4/4	drummer1/session1/30_latin-samba_116_fill_4-4.mid	drummer1/session1/30_latin-samba_116_fill_4-4.wav	validation	latin	4
203	116	fill	4/4	drummer1/session1/31_latin-samba_116_fill_4-4.mid	drummer1/session1/31_latin-samba_116_fill_4-4.wav	validation	latin	4
204	116	fill	4/4	drummer1/session1/32_latin-samba_116_fill_4-4.mid	drummer1/session1/32_latin-samba_116_fill_4-4.wav	train	latin	4
205	116	fill	4/4	drummer1/session1/33_latin-samba_116_fill_4-4.mid	drummer1/session1/33_latin-samba_116_fill_4-4.wav	train	latin	4
206	116	fill	4/4	drummer1/session1/34_latin-samba_116_fill_4-4.mid	drummer1/session1/34_latin-samba_116_fill_4-4.wav	train	latin	4
207	116	fill	4/4	drummer1/session1/35_latin-samba_116_fill_4-4.mid	drummer1/session1/35_latin-samba_116_fill_4-4.wav	train	latin	4
208	116	fill	4/4	drummer1/session1/36_latin-samba_116_fill_4-4.mid	drummer1/session1/36_latin-samba_116_fill_4-4.wav	train	latin	4
209	116	fill	4/4	drummer1/session1/37_latin-samba_116_fill_4-4.mid	drummer1/session1/37_latin-samba_116_fill_4-4.wav	train	latin	2
210	116	beat	4/4	drummer1/session1/38_latin-samba_116_beat_4-4.mid	drummer1/session1/38_latin-samba_116_beat_4-4.wav	validation	latin	112
211	116	fill	4/4	drummer1/session1/39_latin-samba_116_fill_4-4.mid	drummer1/session1/39_latin-samba_116_fill_4-4.wav	train	latin	4
212	116	beat	4/4	drummer1/session1/4_jazz-funk_116_beat_4-4.mid	drummer1/session1/4_jazz-funk_116_beat_4-4.wav	test	jazz	148
213	116	fill	4/4	drummer1/session1/40_latin-samba_116_fill_4-4.mid	drummer1/session1/40_latin-samba_116_fill_4-4.wav	train	latin	4
214	116	fill	4/4	drummer1/session1/41_latin-samba_116_fill_4-4.mid	drummer1/session1/41_latin-samba_116_fill_4-4.wav	validation	latin	4
215	116	fill	4/4	drummer1/session1/42_latin-samba_116_fill_4-4.mid	drummer1/session1/42_latin-samba_116_fill_4-4.wav	train	latin	4
216	116	fill	4/4	drummer1/session1/43_latin-samba_116_fill_4-4.mid	drummer1/session1/43_latin-samba_116_fill_4-4.wav	test	latin	2
217	116	fill	4/4	drummer1/session1/44_latin-samba_116_fill_4-4.mid	drummer1/session1/44_latin-samba_116_fill_4-4.wav	train	latin	2
218	116	fill	4/4	drummer1/session1/45_latin-samba_116_fill_4-4.mid	drummer1/session1/45_latin-samba_116_fill_4-4.wav	train	latin	4
219	116	fill	4/4	drummer1/session1/46_latin-samba_116_fill_4-4.mid	drummer1/session1/46_latin-samba_116_fill_4-4.wav	train	latin	4
220	102	beat	4/4	drummer1/session1/47_jazz_102_beat_4-4.mid	drummer1/session1/47_jazz_102_beat_4-4.wav	train	jazz	312
221	93	beat	4/4	drummer1/session1/48_jazz_93_beat_4-4.mid	drummer1/session1/48_jazz_93_beat_4-4.wav	train	jazz	140
222	125	beat	4/4	drummer1/session1/49_jazz_125_beat_4-4.mid	drummer1/session1/49_jazz_125_beat_4-4.wav	train	jazz	240
223	116	beat	4/4	drummer1/session1/5_jazz-funk_116_beat_4-4.mid	drummer1/session1/5_jazz-funk_116_beat_4-4.wav	train	jazz	295
224	125	beat	4/4	drummer1/session1/50_jazz_125_beat_4-4.mid	drummer1/session1/50_jazz_125_beat_4-4.wav	train	jazz	244
225	125	beat	4/4	drummer1/session1/51_rock-shuffle_125_beat_4-4.mid	drummer1/session1/51_rock-shuffle_125_beat_4-4.wav	train	rock	356
226	125	beat	4/4	drummer1/session1/52_jazz_125_beat_4-4.mid	drummer1/session1/52_jazz_125_beat_4-4.wav	train	jazz	239
227	125	fill	4/4	drummer1/session1/53_jazz_125_fill_4-4.mid	drummer1/session1/53_jazz_125_fill_4-4.wav	train	jazz	3
228	125	fill	4/4	drummer1/session1/54_jazz_125_fill_4-4.mid	drummer1/session1/54_jazz_125_fill_4-4.wav	test	jazz	4
229	125	fill	4/4	drummer1/session1/55_jazz_125_fill_4-4.mid	drummer1/session1/55_jazz_125_fill_4-4.wav	train	jazz	3
230	125	fill	4/4	drummer1/session1/56_jazz_125_fill_4-4.mid	drummer1/session1/56_jazz_125_fill_4-4.wav	train	jazz	3
231	125	fill	4/4	drummer1/session1/57_jazz_125_fill_4-4.mid	drummer1/session1/57_jazz_125_fill_4-4.wav	train	jazz	4
232	125	fill	4/4	drummer1/session1/58_jazz_125_fill_4-4.mid	drummer1/session1/58_jazz_125_fill_4-4.wav	train	jazz	4
233	125	fill	4/4	drummer1/session1/59_jazz_125_fill_4-4.mid	drummer1/session1/59_jazz_125_fill_4-4.wav	validation	jazz	3
234	116	fill	4/4	drummer1/session1/6_jazz-funk_116_fill_4-4.mid	drummer1/session1/6_jazz-funk_116_fill_4-4.wav	train	jazz	7
235	125	fill	4/4	drummer1/session1/60_jazz_125_fill_4-4.mid	drummer1/session1/60_jazz_125_fill_4-4.wav	validation	jazz	4
236	125	fill	4/4	drummer1/session1/61_jazz_125_fill_4-4.mid	drummer1/session1/61_jazz_125_fill_4-4.wav	validation	jazz	4
237	125	fill	4/4	drummer1/session1/62_jazz_125_fill_4-4.mid	drummer1/session1/62_jazz_125_fill_4-4.wav	validation	jazz	4
238	125	fill	4/4	drummer1/session1/63_jazz_125_fill_4-4.mid	drummer1/session1/63_jazz_125_fill_4-4.wav	train	jazz	3
239	125	fill	4/4	drummer1/session1/64_jazz_125_fill_4-4.mid	drummer1/session1/64_jazz_125_fill_4-4.wav	train	jazz	3
240	125	fill	4/4	drummer1/session1/65_jazz_125_fill_4-4.mid	drummer1/session1/65_jazz_125_fill_4-4.wav	train	jazz	4
241	125	fill	4/4	drummer1/session1/66_jazz_125_fill_4-4.mid	drummer1/session1/66_jazz_125_fill_4-4.wav	train	jazz	4
242	125	fill	4/4	drummer1/session1/67_jazz_125_fill_4-4.mid	drummer1/session1/67_jazz_125_fill_4-4.wav	train	jazz	4
243	125	fill	4/4	drummer1/session1/68_jazz_125_fill_4-4.mid	drummer1/session1/68_jazz_125_fill_4-4.wav	train	jazz	4
244	125	fill	4/4	drummer1/session1/69_jazz_125_fill_4-4.mid	drummer1/session1/69_jazz_125_fill_4-4.wav	train	jazz	4
245	116	fill	4/4	drummer1/session1/7_jazz-funk_116_fill_4-4.mid	drummer1/session1/7_jazz-funk_116_fill_4-4.wav	validation	jazz	3
246	125	fill	4/4	drummer1/session1/70_jazz_125_fill_4-4.mid	drummer1/session1/70_jazz_125_fill_4-4.wav	train	jazz	4
247	125	fill	4/4	drummer1/session1/71_jazz_125_fill_4-4.mid	drummer1/session1/71_jazz_125_fill_4-4.wav	test	jazz	3
248	125	fill	4/4	drummer1/session1/72_jazz_125_fill_4-4.mid	drummer1/session1/72_jazz_125_fill_4-4.wav	train	jazz	3
249	125	fill	4/4	drummer1/session1/73_jazz_125_fill_4-4.mid	drummer1/session1/73_jazz_125_fill_4-4.wav	train	jazz	3
250	125	fill	4/4	drummer1/session1/74_jazz_125_fill_4-4.mid	drummer1/session1/74_jazz_125_fill_4-4.wav	train	jazz	3
251	125	beat	4/4	drummer1/session1/75_jazz_125_beat_4-4.mid	drummer1/session1/75_jazz_125_beat_4-4.wav	train	jazz	128
252	180	beat	4/4	drummer1/session1/76_jazz-mediumfast_180_beat_4-4.mid	drummer1/session1/76_jazz-mediumfast_180_beat_4-4.wav	train	jazz	22
253	180	beat	4/4	drummer1/session1/77_jazz-mediumfast_180_beat_4-4.mid	drummer1/session1/77_jazz-mediumfast_180_beat_4-4.wav	train	jazz	445
254	290	beat	4/4	drummer1/session1/78_jazz-fast_290_beat_4-4.mid	drummer1/session1/78_jazz-fast_290_beat_4-4.wav	train	jazz	508
255	90	beat	4/4	drummer1/session1/79_latin-reggaeton_90_beat_4-4.mid	drummer1/session1/79_latin-reggaeton_90_beat_4-4.wav	train	latin	132
256	116	fill	4/4	drummer1/session1/8_jazz-funk_116_fill_4-4.mid	drummer1/session1/8_jazz-funk_116_fill_4-4.wav	train	jazz	4
257	170	beat	4/4	drummer1/session1/80_dance-breakbeat_170_beat_4-4.mid	drummer1/session1/80_dance-breakbeat_170_beat_4-4.wav	train	pop	307
258	170	beat	4/4	drummer1/session1/81_dance-breakbeat_170_beat_4-4.mid	drummer1/session1/81_dance-breakbeat_170_beat_4-4.wav	train	pop	160
259	84	beat	4/4	drummer1/session1/82_neworleans-funk_84_beat_4-4.mid	drummer1/session1/82_neworleans-funk_84_beat_4-4.wav	train	jazz	196
260	84	fill	4/4	drummer1/session1/83_neworleans-funk_84_fill_4-4.mid	drummer1/session1/83_neworleans-funk_84_fill_4-4.wav	train	jazz	4
261	84	fill	4/4	drummer1/session1/84_neworleans-funk_84_fill_4-4.mid	drummer1/session1/84_neworleans-funk_84_fill_4-4.wav	train	jazz	4
262	84	fill	4/4	drummer1/session1/85_neworleans-funk_84_fill_4-4.mid	drummer1/session1/85_neworleans-funk_84_fill_4-4.wav	train	jazz	4
263	84	fill	4/4	drummer1/session1/86_neworleans-funk_84_fill_4-4.mid	drummer1/session1/86_neworleans-funk_84_fill_4-4.wav	train	jazz	3
264	84	fill	4/4	drummer1/session1/87_neworleans-funk_84_fill_4-4.mid	drummer1/session1/87_neworleans-funk_84_fill_4-4.wav	train	jazz	3
265	84	fill	4/4	drummer1/session1/88_neworleans-funk_84_fill_4-4.mid	drummer1/session1/88_neworleans-funk_84_fill_4-4.wav	train	jazz	7
266	84	fill	4/4	drummer1/session1/89_neworleans-funk_84_fill_4-4.mid	drummer1/session1/89_neworleans-funk_84_fill_4-4.wav	train	jazz	8
267	116	fill	4/4	drummer1/session1/9_jazz-funk_116_fill_4-4.mid	drummer1/session1/9_jazz-funk_116_fill_4-4.wav	train	jazz	3
268	84	fill	4/4	drummer1/session1/90_neworleans-funk_84_fill_4-4.mid	drummer1/session1/90_neworleans-funk_84_fill_4-4.wav	train	jazz	3
269	84	fill	4/4	drummer1/session1/91_neworleans-funk_84_fill_4-4.mid	drummer1/session1/91_neworleans-funk_84_fill_4-4.wav	train	jazz	4
270	84	fill	4/4	drummer1/session1/92_neworleans-funk_84_fill_4-4.mid	drummer1/session1/92_neworleans-funk_84_fill_4-4.wav	train	jazz	3
271	84	fill	4/4	drummer1/session1/93_neworleans-funk_84_fill_4-4.mid	drummer1/session1/93_neworleans-funk_84_fill_4-4.wav	test	jazz	3
272	84	fill	4/4	drummer1/session1/94_neworleans-funk_84_fill_4-4.mid	drummer1/session1/94_neworleans-funk_84_fill_4-4.wav	train	jazz	4
273	84	fill	4/4	drummer1/session1/95_neworleans-funk_84_fill_4-4.mid	drummer1/session1/95_neworleans-funk_84_fill_4-4.wav	train	jazz	3
274	84	fill	4/4	drummer1/session1/96_neworleans-funk_84_fill_4-4.mid	drummer1/session1/96_neworleans-funk_84_fill_4-4.wav	train	jazz	3
275	84	fill	4/4	drummer1/session1/97_neworleans-funk_84_fill_4-4.mid	drummer1/session1/97_neworleans-funk_84_fill_4-4.wav	train	jazz	3
276	84	fill	4/4	drummer1/session1/98_neworleans-funk_84_fill_4-4.mid	drummer1/session1/98_neworleans-funk_84_fill_4-4.wav	test	jazz	3
277	84	fill	4/4	drummer1/session1/99_neworleans-funk_84_fill_4-4.mid	drummer1/session1/99_neworleans-funk_84_fill_4-4.wav	validation	jazz	4
278	157	beat	3/4	drummer1/session2/1_latin-chacarera_157_beat_3-4.mid	drummer1/session2/1_latin-chacarera_157_beat_3-4.wav	validation	latin	290
279	114	beat	4/4	drummer1/session2/10_country_114_beat_4-4.mid	drummer1/session2/10_country_114_beat_4-4.wav	train	country	294
280	92	fill	4/4	drummer1/session2/100_funk-rock_92_fill_4-4.mid	drummer1/session2/100_funk-rock_92_fill_4-4.wav	validation	funk	4
281	92	fill	4/4	drummer1/session2/101_funk-rock_92_fill_4-4.mid	drummer1/session2/101_funk-rock_92_fill_4-4.wav	train	funk	4
282	92	fill	4/4	drummer1/session2/102_funk-rock_92_fill_4-4.mid	drummer1/session2/102_funk-rock_92_fill_4-4.wav	train	funk	4
283	92	fill	4/4	drummer1/session2/103_funk-rock_92_fill_4-4.mid	drummer1/session2/103_funk-rock_92_fill_4-4.wav	train	funk	4
284	92	fill	4/4	drummer1/session2/104_funk-rock_92_fill_4-4.mid	drummer1/session2/104_funk-rock_92_fill_4-4.wav	train	funk	4
285	92	fill	4/4	drummer1/session2/105_funk-rock_92_fill_4-4.mid	drummer1/session2/105_funk-rock_92_fill_4-4.wav	train	funk	4
286	92	fill	4/4	drummer1/session2/106_funk-rock_92_fill_4-4.mid	drummer1/session2/106_funk-rock_92_fill_4-4.wav	train	funk	4
287	92	fill	4/4	drummer1/session2/107_funk-rock_92_fill_4-4.mid	drummer1/session2/107_funk-rock_92_fill_4-4.wav	validation	funk	4
288	92	fill	4/4	drummer1/session2/108_funk-rock_92_fill_4-4.mid	drummer1/session2/108_funk-rock_92_fill_4-4.wav	train	funk	4
289	92	fill	4/4	drummer1/session2/109_funk-rock_92_fill_4-4.mid	drummer1/session2/109_funk-rock_92_fill_4-4.wav	train	funk	4
290	114	fill	4/4	drummer1/session2/11_country_114_fill_4-4.mid	drummer1/session2/11_country_114_fill_4-4.wav	train	country	4
291	190	beat	4/4	drummer1/session2/110_rock-prog_190_beat_4-4.mid	drummer1/session2/110_rock-prog_190_beat_4-4.wav	test	rock	304
293	122	beat	4/4	drummer1/session2/112_afrocuban-bembe_122_beat_4-4.mid	drummer1/session2/112_afrocuban-bembe_122_beat_4-4.wav	train	afro	420
294	122	fill	4/4	drummer1/session2/113_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/113_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
295	122	fill	4/4	drummer1/session2/114_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/114_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
296	122	fill	4/4	drummer1/session2/115_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/115_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
297	122	fill	4/4	drummer1/session2/116_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/116_afrocuban-bembe_122_fill_4-4.wav	test	afro	4
298	122	fill	4/4	drummer1/session2/117_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/117_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
299	122	fill	4/4	drummer1/session2/118_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/118_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
300	122	fill	4/4	drummer1/session2/119_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/119_afrocuban-bembe_122_fill_4-4.wav	test	afro	4
301	114	fill	4/4	drummer1/session2/12_country_114_fill_4-4.mid	drummer1/session2/12_country_114_fill_4-4.wav	train	country	4
302	122	fill	4/4	drummer1/session2/120_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/120_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
303	122	fill	4/4	drummer1/session2/121_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/121_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
304	122	fill	4/4	drummer1/session2/122_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/122_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
305	122	fill	4/4	drummer1/session2/123_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/123_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
306	122	fill	4/4	drummer1/session2/124_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/124_afrocuban-bembe_122_fill_4-4.wav	train	afro	3
307	122	fill	4/4	drummer1/session2/125_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/125_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
308	122	fill	4/4	drummer1/session2/126_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/126_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
309	122	fill	4/4	drummer1/session2/127_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/127_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
310	122	fill	4/4	drummer1/session2/128_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/128_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
311	122	fill	4/4	drummer1/session2/129_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/129_afrocuban-bembe_122_fill_4-4.wav	train	afro	3
312	114	fill	4/4	drummer1/session2/13_country_114_fill_4-4.mid	drummer1/session2/13_country_114_fill_4-4.wav	train	country	4
313	122	fill	4/4	drummer1/session2/130_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/130_afrocuban-bembe_122_fill_4-4.wav	train	afro	3
314	122	fill	4/4	drummer1/session2/131_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/131_afrocuban-bembe_122_fill_4-4.wav	test	afro	4
315	122	fill	4/4	drummer1/session2/132_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/132_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
316	122	fill	4/4	drummer1/session2/133_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/133_afrocuban-bembe_122_fill_4-4.wav	validation	afro	3
317	122	fill	4/4	drummer1/session2/134_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/134_afrocuban-bembe_122_fill_4-4.wav	validation	afro	4
318	122	fill	4/4	drummer1/session2/135_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/135_afrocuban-bembe_122_fill_4-4.wav	validation	afro	4
319	122	fill	4/4	drummer1/session2/136_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/136_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
320	122	fill	4/4	drummer1/session2/137_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/137_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
321	122	fill	4/4	drummer1/session2/138_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/138_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
322	122	fill	4/4	drummer1/session2/139_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/139_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
323	114	fill	4/4	drummer1/session2/14_country_114_fill_4-4.mid	drummer1/session2/14_country_114_fill_4-4.wav	validation	country	4
324	122	fill	4/4	drummer1/session2/140_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/140_afrocuban-bembe_122_fill_4-4.wav	train	afro	4
325	122	fill	4/4	drummer1/session2/141_afrocuban-bembe_122_fill_4-4.mid	drummer1/session2/141_afrocuban-bembe_122_fill_4-4.wav	train	afro	3
326	120	beat	4/4	drummer1/session2/142_gospel_120_beat_4-4.mid	drummer1/session2/142_gospel_120_beat_4-4.wav	validation	soul	279
327	120	fill	4/4	drummer1/session2/143_gospel_120_fill_4-4.mid	drummer1/session2/143_gospel_120_fill_4-4.wav	validation	soul	4
328	120	fill	4/4	drummer1/session2/144_gospel_120_fill_4-4.mid	drummer1/session2/144_gospel_120_fill_4-4.wav	validation	soul	4
329	120	fill	4/4	drummer1/session2/145_gospel_120_fill_4-4.mid	drummer1/session2/145_gospel_120_fill_4-4.wav	train	soul	4
330	120	fill	4/4	drummer1/session2/146_gospel_120_fill_4-4.mid	drummer1/session2/146_gospel_120_fill_4-4.wav	train	soul	4
331	120	fill	4/4	drummer1/session2/147_gospel_120_fill_4-4.mid	drummer1/session2/147_gospel_120_fill_4-4.wav	train	soul	4
332	120	fill	4/4	drummer1/session2/148_gospel_120_fill_4-4.mid	drummer1/session2/148_gospel_120_fill_4-4.wav	train	soul	4
333	120	fill	4/4	drummer1/session2/149_gospel_120_fill_4-4.mid	drummer1/session2/149_gospel_120_fill_4-4.wav	validation	soul	4
334	114	fill	4/4	drummer1/session2/15_country_114_fill_4-4.mid	drummer1/session2/15_country_114_fill_4-4.wav	train	country	3
335	120	fill	4/4	drummer1/session2/150_gospel_120_fill_4-4.mid	drummer1/session2/150_gospel_120_fill_4-4.wav	validation	soul	4
336	120	fill	4/4	drummer1/session2/151_gospel_120_fill_4-4.mid	drummer1/session2/151_gospel_120_fill_4-4.wav	train	soul	4
337	120	fill	4/4	drummer1/session2/152_gospel_120_fill_4-4.mid	drummer1/session2/152_gospel_120_fill_4-4.wav	train	soul	4
338	120	fill	4/4	drummer1/session2/153_gospel_120_fill_4-4.mid	drummer1/session2/153_gospel_120_fill_4-4.wav	train	soul	4
339	120	fill	4/4	drummer1/session2/154_gospel_120_fill_4-4.mid	drummer1/session2/154_gospel_120_fill_4-4.wav	train	soul	4
340	120	fill	4/4	drummer1/session2/155_gospel_120_fill_4-4.mid	drummer1/session2/155_gospel_120_fill_4-4.wav	train	soul	4
341	120	fill	4/4	drummer1/session2/156_gospel_120_fill_4-4.mid	drummer1/session2/156_gospel_120_fill_4-4.wav	train	soul	4
342	120	fill	4/4	drummer1/session2/157_gospel_120_fill_4-4.mid	drummer1/session2/157_gospel_120_fill_4-4.wav	train	soul	4
343	120	fill	4/4	drummer1/session2/158_gospel_120_fill_4-4.mid	drummer1/session2/158_gospel_120_fill_4-4.wav	train	soul	4
344	120	fill	4/4	drummer1/session2/159_gospel_120_fill_4-4.mid	drummer1/session2/159_gospel_120_fill_4-4.wav	train	soul	4
345	114	fill	4/4	drummer1/session2/16_country_114_fill_4-4.mid	drummer1/session2/16_country_114_fill_4-4.wav	test	country	4
346	120	fill	4/4	drummer1/session2/160_gospel_120_fill_4-4.mid	drummer1/session2/160_gospel_120_fill_4-4.wav	test	soul	4
347	110	beat	4/4	drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.mid	drummer1/session2/161_afrocuban-rhumba_110_beat_4-4.wav	train	afro	416
348	110	fill	4/4	drummer1/session2/162_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/162_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
349	110	fill	4/4	drummer1/session2/163_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/163_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
350	110	fill	4/4	drummer1/session2/164_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/164_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
351	110	fill	4/4	drummer1/session2/165_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/165_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
352	110	fill	4/4	drummer1/session2/166_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/166_afrocuban-rhumba_110_fill_4-4.wav	train	afro	3
353	110	fill	4/4	drummer1/session2/167_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/167_afrocuban-rhumba_110_fill_4-4.wav	test	afro	3
354	110	fill	4/4	drummer1/session2/168_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/168_afrocuban-rhumba_110_fill_4-4.wav	train	afro	3
355	110	fill	4/4	drummer1/session2/169_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/169_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
356	114	fill	4/4	drummer1/session2/17_country_114_fill_4-4.mid	drummer1/session2/17_country_114_fill_4-4.wav	train	country	4
357	110	fill	4/4	drummer1/session2/170_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/170_afrocuban-rhumba_110_fill_4-4.wav	train	afro	3
358	110	fill	4/4	drummer1/session2/171_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/171_afrocuban-rhumba_110_fill_4-4.wav	train	afro	3
359	110	fill	4/4	drummer1/session2/172_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/172_afrocuban-rhumba_110_fill_4-4.wav	train	afro	3
360	110	fill	4/4	drummer1/session2/173_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/173_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
361	110	fill	4/4	drummer1/session2/174_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/174_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
362	110	fill	4/4	drummer1/session2/175_afrocuban-rhumba_110_fill_4-4.mid	drummer1/session2/175_afrocuban-rhumba_110_fill_4-4.wav	train	afro	4
